x,y,mean_temperature_5_30AM,flag_5_30AM,mean_temperature_6_30PM,flag_6_30PM,mean_temperature_7_00AM,flag_7_00AM,mean_temperature_7_00PM,flag_7_00PM
64,45,186.72223,True,211.44531,True,200.0054,True,212.16504,True
65,45,186.70453,True,211.49162,True,200.20161,True,212.52072,True
66,45,187.05467,True,211.3423,True,202.15025,True,211.93071,True
67,45,188.04071,True,211.32994,True,203.05914,True,211.54799,True
68,45,188.3264,True,211.91878,True,203.90175,True,210.4788,True
69,45,187.8877,True,211.73839,True,204.45998,True,210.1964,True
70,45,188.52454,False,211.63898,True,203.78201,True,210.66069,True
71,45,188.70178,False,211.10059,True,204.15158,True,210.31102,True
72,45,188.27939,True,209.96652,True,202.13724,True,210.72174,True
73,45,187.45232,True,210.02994,True,201.38647,True,210.69586,True
74,45,185.86485,True,210.34813,True,202.45798,True,211.00534,True
75,45,184.73288,True,210.45343,True,202.96115,True,210.72096,True
76,45,184.61613,True,210.80704,True,202.79669,True,210.19016,True
77,45,184.68365,True,211.18903,True,202.29544,True,210.76668,True
78,45,184.62686,True,211.52312,True,202.48099,True,210.54655,True
79,45,184.84581,True,211.14563,True,203.91661,True,210.74196,True
80,45,184.76495,True,210.93835,True,206.3194,False,210.1591,True
81,45,184.76228,True,210.32375,True,206.07913,True,209.72878,True
82,45,185.08836,True,209.9075,True,205.7753,True,209.65132,True
83,45,185.29718,True,209.78786,True,205.59837,True,209.71393,True
84,45,185.69348,True,210.03485,True,205.78815,True,209.94891,True
85,45,185.40541,True,210.17792,True,204.67657,True,209.38333,True
86,45,185.45003,True,210.00343,True,200.69757,True,209.35309,True
87,45,186.52705,True,210.08646,True,199.01334,True,209.19853,False
88,45,186.58003,True,209.87701,True,199.32875,True,209.33452,True
89,45,186.62712,True,209.66765,True,200.10248,True,211.126,True
90,45,186.26459,True,209.53943,False,201.94518,True,212.05447,True
91,45,186.30296,True,209.45221,False,203.03079,True,211.35068,True
92,45,185.94957,True,209.6747,True,203.08896,True,210.46056,True
93,45,185.41727,True,209.31082,False,202.66751,True,209.74614,True
94,45,184.90642,True,209.74498,True,202.2012,True,209.50903,True
95,45,185.67517,True,209.95085,True,201.75885,True,209.63544,True
96,45,185.9053,True,209.81516,True,203.18997,True,209.88278,True
97,45,185.62776,True,210.44182,True,203.60446,True,209.6053,True
98,45,185.98149,True,210.26292,True,203.19495,True,209.49113,True
99,45,186.29362,True,208.95555,False,203.94301,True,208.70438,False
0,46,185.5791,True,211.47076,True,200.37747,True,212.29967,True
1,46,185.41454,True,211.25458,True,200.33986,True,212.83452,True
2,46,185.41467,True,210.13463,True,200.97264,True,213.14897,True
3,46,184.9994,True,209.2983,False,201.85884,True,213.39073,True
4,46,185.07945,True,209.5711,False,201.74442,True,212.19342,True
5,46,184.67493,True,210.65427,True,202.07391,True,210.19255,True
6,46,184.90642,True,210.99477,True,201.47356,True,209.15297,False
7,46,184.86325,True,210.99951,True,200.02316,True,210.99115,True
8,46,184.82271,True,211.00775,True,198.80325,True,212.17104,True
9,46,184.83212,True,211.09029,True,198.65955,True,212.64726,True
10,46,185.49619,True,210.83435,True,199.28633,True,213.14642,True
11,46,185.61751,True,210.61655,True,199.6369,True,214.54568,False
12,46,185.61774,True,210.60045,True,197.0115,True,212.91551,True
13,46,185.89679,True,210.44783,True,196.50714,False,210.79631,True
14,46,187.16806,True,210.49873,True,197.91592,True,210.59415,True
15,46,187.5479,True,210.4163,True,198.53532,True,210.42839,True
16,46,188.0465,True,209.83237,True,198.10773,True,209.73857,True
17,46,188.54637,False,209.49309,False,198.08818,True,209.10213,False
18,46,188.30997,True,210.29753,True,198.73337,True,208.78752,False
19,46,188.03485,True,211.1607,True,197.42639,True,208.7027,False
20,46,187.82587,True,211.35938,True,195.29047,False,208.49075,False
21,46,187.03722,True,211.07831,True,195.24081,False,208.62587,False
22,46,187.01785,True,210.79646,True,196.37456,False,208.34842,False
23,46,186.66212,True,210.8205,True,196.02406,False,208.23584,False
24,46,186.45381,True,210.9796,True,196.97005,True,208.40956,False
25,46,186.61334,True,211.20312,True,197.55994,True,210.16418,True
26,46,185.78941,True,211.13902,True,197.3239,True,210.98097,True
27,46,184.95058,True,210.98598,True,197.25879,True,210.70605,True
28,46,184.63838,True,210.48903,True,197.4339,True,210.18547,True
29,46,185.4463,True,210.17181,True,198.15402,True,208.95398,False
30,46,186.04572,True,210.06206,True,200.22273,True,208.24197,False
31,46,186.03798,True,209.71239,True,200.67932,True,208.23251,False
32,46,187.05428,True,209.59636,True,201.42851,True,208.40582,False
33,46,187.79668,True,209.55106,False,202.50737,True,209.36133,True
34,46,188.0903,True,209.11194,False,203.01633,True,210.02637,True
35,46,187.7066,True,209.44167,False,203.0279,True,210.6058,True
36,46,187.09781,True,209.76012,True,201.9409,True,211.177,True
37,46,186.82187,True,209.84656,True,200.41333,True,211.89743,True
38,46,186.96652,True,209.77087,True,199.83444,True,211.74477,True
39,46,186.56947,True,209.72198,True,197.45233,True,211.72957,True
40,46,186.77567,True,210.01198,True,195.88861,False,212.39685,True
41,46,186.41467,True,210.55135,True,195.36148,False,212.07701,True
42,46,186.37715,True,210.90697,True,196.04399,False,211.95657,True
43,46,186.07227,True,211.38739,True,196.13857,False,212.36987,True
44,46,186.75885,True,211.3606,True,195.45624,False,212.65901,True
45,46,187.08043,True,211.23225,True,196.26022,False,212.36334,True
46,46,187.07877,True,211.09792,True,197.23296,True,211.6818,True
47,46,186.87184,True,211.0401,True,197.2922,True,211.92029,True
48,46,186.8275,True,210.86331,True,197.45583,True,211.5561,True
49,46,186.72224,True,211.1288,True,196.56413,True,211.54762,True
50,46,186.27151,True,211.01279,True,195.5441,False,211.79747,True
51,46,186.21767,True,210.84659,True,195.57959,False,211.47859,True
52,46,185.32616,True,210.99054,True,195.63895,False,211.81665,True
53,46,186.32297,True,211.58214,True,196.02934,False,211.927,True
54,46,186.4236,True,211.25314,True,196.86644,True,211.62227,True
55,46,186.42793,True,211.51721,True,197.57358,True,212.59625,True
56,46,186.2374,True,211.61621,True,198.57028,True,212.2893,True
57,46,185.78279,True,211.54579,True,199.29356,True,211.08644,True
58,46,185.27681,True,211.70284,True,198.87045,True,211.4375,True
59,46,185.74797,True,211.97052,True,198.74487,True,211.54997,True
60,46,185.86017,True,212.21954,True,198.05946,True,211.67195,True
61,46,185.67545,True,211.99617,True,199.55786,True,211.61755,True
62,46,185.16469,True,211.73967,True,202.48004,True,211.59074,True
63,46,186.1117,True,211.58434,True,203.80412,True,211.95734,True
64,46,186.25952,True,211.42682,True,203.98512,True,212.00806,True
